avg-diag-dist,norm1,col-variability,min-nnzeros-per-row,row-variability,kappa,solver,matrix_name,solver_time,predicted-class,actual_class,default_time
2314.406,27158.11,16.354,2,16.80601,5.012472,37052868,g7jac020sc,0.00020504,good,good
29452.07,3100350,14.29831,1,17.23892,2837443000,37052868,c-62,0.0007,bad,good
793.8216,1.916559,99.21325,2,99.21325,81.59196,32168837,adder_dcop_18,0.00010395,good,good
66.22222,12789.05,1.122296,4,1.252157,1.503853,36025721,t2d_q9_A_22,0.0046382,good,good
66.22222,12789.05,1.122296,4,1.252157,1.503853,36025721,t2d_q4_A_22,0.0045736,good,good
8155.592,429329.9,9.381631,2,9.381631,23.349,37052868,hvdc1,0.00067377,good,good
2408.001,2258658,28.5598,2,29.56166,177.4435,69654763,hydr1c_A_63,0.00017977,good,good
10596.47,2942.475,13.4054,3,13.4054,3.497701,37052868,TSOPF_RS_b162_c3,0.00098896,good,good
2408.001,2413750,29.75924,2,27.25238,176.4484,37052868,hydr1c_A_73,0.00014305,good,good
2420.837,2298394,19.90817,2,19.05196,1.699392,69654763,hydr1c_A_05,0.00017023,good,good
1306.463,4841.603,14.42482,2,13.38897,42863.94,37052868,extr1b_A_37,3.91E-05,good,good
9428.732,5289.496,10.16634,2,10.16634,2.519126,37052868,TSOPF_RS_b300_c1,0.0020342,good,good
793.8216,4.910904,270.5304,2,270.5304,164.5511,36025721,adder_dcop_10,0.00011873,bad,good
20.85714,1,18.37362,1,18.37362,4359635000,37052868,watt_1,7.01E-05,good,good
793.8216,1.904575,215.6511,2,215.6511,64.03587,36025721,adder_dcop_19,0.00010824,good,good
1295.338,62078.87,14.34569,2,10.01171,7.947941,37052868,extr1b_A_22,4.41E-05,good,good
2427.586,45353.54,27.30851,2,26.862,1.222608,32168839,hydr1c_A_48,0.00020504,good,good
4194.208,5034204,4.009345,1,3.562318,3.730979,37052868,vt2010,0.00047302,good,good
2427.288,58138.05,29.40351,2,27.58136,1.183745,69654763,hydr1c_A_54,0.00017691,good,good
372.5646,1091429,53.45869,1,53.45869,40913.62,37052868,rotor2,7.03E-05,good,good
2408.001,2321284,28.90271,2,26.8236,186.7517,69654763,hydr1c_A_30,0.00016809,good,good
793.8216,1.939259,236.888,2,236.888,57.42411,36025721,adder_dcop_17,0.00010705,good,good
2619.653,34.01184,300.0004,1,300.0004,1.355457,36564232,lhr10c,0.00048304,good,good
2407.734,2276611,28.93907,2,26.49207,194.9634,36025721,hydr1c_A_23,0.00016499,good,good
836.5486,14.95449,23.64811,2,23.64811,4926.92,45869639,adder_trans_01,0.00019598,good,good
43,124.7753,5.39564,1,5.39564,2.573104,45869639,t2dal_bci,4.10E-05,good,good
43,124.7753,5.39564,1,5.39564,2.573104,45869639,t2dal,4.20E-05,good,good
43,124.7753,5.39564,1,5.39564,2.573104,45869639,t2dal_a,4.10E-05,good,good
793.8216,1.663467,98.94543,2,98.94543,102.4223,36025721,adder_dcop_42,0.0001061,good,good
793.8216,1.644563,98.94545,2,98.94545,101.9362,36025721,adder_dcop_56,0.00010586,good,good
10168.16,1.939552,32.95973,10,32.95973,178.3352,36564232,ns3Da,0.7349,bad,good
7486.989,3627.23,8,1,9.924279,743945.5,37052868,c-40,0.00016594,good,good
66.22222,84152.5,1.096194,4,1.393384,179235.1,36025721,t2d_q9_A_45,0.0045676,good,good
66.22222,760.8224,1.032237,4,1.140008,65554.59,32168839,t2d_q4_A_14,0.0064707,bad,good
66.22222,760.8224,1.032237,4,1.140008,65554.59,32168839,t2d_q9_A_14,0.0063384,bad,good
2406.948,2413750,29.77364,2,27.25337,180.7405,37052868,hydr1c_A_75,0.00015593,good,good
2427.329,49959.73,28.74852,2,26.98286,1.318621,37052868,hydr1c_A_42,0.00022006,good,good
