1,s,gesvd,no,svd_standard,general,full,yes,no/yes,,658
2,d,gesvd,no,svd_standard,general,full,yes,no/yes,,659
3,c,gesvd,yes,svd_standard,general,full,yes,no/yes,,660
4,z,gesvd,yes,svd_standard,general,full,yes,no/yes,,661
5,s,gesdd,no,svd_standard,general,full,yes,yes,faster while more memory is required,662
6,d,gesdd,no,svd_standard,general,full,yes,yes,faster while more memory is required,663
7,c,gesdd,yes,svd_standard,general,full,yes,yes,faster while more memory is required,664
8,z,gesdd,yes,svd_standard,general,full,yes,yes,faster while more memory is required,665
9,s,gbbrd,no,svd_standard,general,band,yes,no,use before SBDSQR,666
10,d,gbbrd,no,svd_standard,general,band,yes,no,use before DBDSQR,667
11,c,gbbrd,yes,svd_standard,general,band,yes,no,use before CBDSQR,668
12,z,gbbrd,yes,svd_standard,general,band,yes,no,use before ZBDSQR,669
13,s,bdsqr,no,svd_standard,general,bidiagonal/band,yes,no,,670
14,d,bdsqr,no,svd_standard,general,bidiagonal/band,yes,no,,671
15,c,bdsqr,yes,svd_standard,general,bidiagonal/band,yes,no,,672
16,z,bdsqr,yes,svd_standard,general,bidiagonal/band,yes,no,,673
17,s,bdsdc,no,svd_standard,general,bidiagonal,yes,yes,,674
18,d,bdsdc,no,svd_standard,general,bidiagonal,yes,yes,,675
19,s,gejsv,no,svd_standard,general,full,yes,yes,,676
20,d,gejsv,no,svd_standard,general,full,yes,yes,,677
21,s,gesvj,no,svd_standard,general,full,yes,yes,,678
22,d,gesvj,no,svd_standard,general,full,yes,yes,,679
23,s,gebrd,no,bidiagonal,general,full,none,none,,680
24,d,gebrd,no,bidiagonal,general,full,none,none,,681
25,c,gebrd,yes,bidiagonal,general,full,none,none,,682
26,z,gebrd,yes,bidiagonal,general,full,none,none,,683
27,s,gbbrd,no,bidiagonal,general,band,none,none,,684
28,d,gbbrd,no,bidiagonal,general,band,none,none,,685
29,c,gbbrd,yes,bidiagonal,general,band,none,none,,686
30,z,gbbrd,yes,bidiagonal,general,band,none,none,,687
31,s,ggsvd,no,svd_generalized,general,full,yes,no/yes,,688
32,d,ggsvd,no,svd_generalized,general,full,yes,no/yes,,689
33,c,ggsvd,yes,svd_generalized,general,full,yes,no/yes,,690
34,z,ggsvd,yes,svd_generalized,general,full,yes,no/yes,,691
35,s,tgsja,no,svd_generalized,upper triangular,full,yes,no/yes,,692
36,d,tgsja,no,svd_generalized,upper triangular,full,yes,no/yes,,693
37,c,tgsja,yes,svd_generalized,upper triangular,full,yes,no/yes,,694
38,z,tgsja,yes,svd_generalized,upper triangular,full,yes,no/yes,,695
