1,s,gesvx,general,full,http://www.netlib.org/lapack/single/sgesvx.f,"expert driver, A*X = B, Condition Number, Error Bounds, Refine, Factor, Equilibrate, Transpose",41
2,d,gesvx,general,full,http://www.netlib.org/lapack/double/dgesvx.f,"expert driver, A*X = B, Condition Number, Error Bounds, Refine, Factor, Equilibrate, Transpose",42
3,c,gesvx,general,full,http://www.netlib.org/lapack/complex/cgesvx.f,"expert driver, A*X = B, Condition Number, Error Bounds, Refine, Factor, Equilibrate, Transpose",43
4,z,gesvx,general,full,http://www.netlib.org/lapack/complex16/zgesvx.f,"expert driver, A*X = B, Condition Number, Error Bounds, Refine, Factor, Equilibrate, Transpose",44
5,s,gbsvx,general,band,http://www.netlib.org/lapack/single/sgbsvx.f,"expert driver, A*X = B, Condition Number, Error Bounds, Refine, Factor, Equilibrate, Transpose",45
6,d,gbsvx,general,band,http://www.netlib.org/lapack/double/dgbsvx.f,"expert driver, A*X = B, Condition Number, Error Bounds, Refine, Factor, Equilibrate, Transpose",46
7,c,gbsvx,general,band,http://www.netlib.org/lapack/complex/cgbsvx.f,"expert driver, A*X = B, Condition Number, Error Bounds, Refine, Factor, Equilibrate, Transpose",47
8,z,gbsvx,general,band,http://www.netlib.org/lapack/complex16/zgbsvx.f,"expert driver, A*X = B, Condition Number, Error Bounds, Refine, Factor, Equilibrate, Transpose",48
9,s,gtsvx,general,tridiagonal,http://www.netlib.org/lapack/single/sgtsvx.f,"expert driver, A*X = B, Condition Number, Error Bounds, Refine, Factor, Transpose",49
10,d,gtsvx,general,tridiagonal,http://www.netlib.org/lapack/double/dgtsvx.f,"expert driver, A*X = B, Condition Number, Error Bounds, Refine, Factor, Transpose",50
11,c,gtsvx,general,tridiagonal,http://www.netlib.org/lapack/complex/cgtsvx.f,"expert driver, A*X = B, Condition Number, Error Bounds, Refine, Factor, Transpose",51
12,z,gtsvx,general,tridiagonal,http://www.netlib.org/lapack/complex16/zgtsvx.f,"expert driver, A*X = B, Condition Number, Error Bounds, Refine, Factor, Transpose",52
13,c,hesvx,Hermitian,full,http://www.netlib.org/lapack/complex/chesvx.f,"expert driver, A*X = B, Condition Number, Error Bounds, Refine, Factor",53
14,z,hesvx,Hermitian,full,http://www.netlib.org/lapack/complex16/zhesvx.f,"expert driver, A*X = B, Condition Number, Error Bounds, Refine, Factor",54
15,c,hpsvx,Hermitian,packed,http://www.netlib.org/lapack/complex/chpsvx.f,"expert driver, A*X = B, Condition Number, Error Bounds, Refine, Factor",55
16,z,hpsvx,Hermitian,packed,http://www.netlib.org/lapack/complex16/zhpsvx.f,"expert driver, A*X = B, Condition Number, Error Bounds, Refine, Factor",56
17,s,posvx,SPD,full,http://www.netlib.org/lapack/single/sposvx.f,"expert driver, A*X = B, Condition Number, Error Bounds, Refine, Factor, Equilibrate",57
18,d,posvx,SPD,full,http://www.netlib.org/lapack/double/dposvx.f,"expert driver, A*X = B, Condition Number, Error Bounds, Refine, Factor, Equilibrate",58
19,c,posvx,HPD,full,http://www.netlib.org/lapack/complex/cposvx.f,"expert driver, A*X = B, Condition Number, Error Bounds, Refine, Factor, Equilibrate",59
20,z,posvx,HPD,full,http://www.netlib.org/lapack/complex16/zposvx.f,"expert driver, A*X = B, Condition Number, Error Bounds, Refine, Factor, Equilibrate",60
21,s,pbsvx,SPD,band,http://www.netlib.org/lapack/single/spbsvx.f,"expert driver, A*X = B, Condition Number, Error Bounds, Refine, Factor, Equilibrate",61
22,d,pbsvx,SPD,band,http://www.netlib.org/lapack/double/dpbsvx.f,"expert driver, A*X = B, Condition Number, Error Bounds, Refine, Factor, Equilibrate",62
23,c,pbsvx,HPD,band,http://www.netlib.org/lapack/complex/cpbsvx.f,"expert driver, A*X = B, Condition Number, Error Bounds, Refine, Factor, Equilibrate",63
24,z,pbsvx,HPD,band,http://www.netlib.org/lapack/complex16/zpbsvx.f,"expert driver, A*X = B, Condition Number, Error Bounds, Refine, Factor, Equilibrate",64
25,s,ppsvx,SPD,packed,http://www.netlib.org/lapack/single/sppsvx.f,"expert driver, A*X = B, Condition Number, Error Bounds, Refine, Factor, Equilibrate",65
26,d,ppsvx,SPD,packed,http://www.netlib.org/lapack/double/dppsvx.f,"expert driver, A*X = B, Condition Number, Error Bounds, Refine, Factor, Equilibrate",66
27,c,ppsvx,HPD,packed,http://www.netlib.org/lapack/complex/cppsvx.f,"expert driver, A*X = B, Condition Number, Error Bounds, Refine, Factor, Equilibrate",67
28,z,ppsvx,HPD,packed,http://www.netlib.org/lapack/complex16/zppsvx.f,"expert driver, A*X = B, Condition Number, Error Bounds, Refine, Factor, Equilibrate",68
29,s,ptsvx,SPD,tridiagonal,http://www.netlib.org/lapack/single/sptsvx.f,"expert driver, A*X = B, Condition Number, Error Bounds, Refine, Factor",69
30,d,ptsvx,SPD,tridiagonal,http://www.netlib.org/lapack/double/dptsvx.f,"expert driver, A*X = B, Condition Number, Error Bounds, Refine, Factor",70
31,c,ptsvx,HPD,tridiagonal,http://www.netlib.org/lapack/complex/cptsvx.f,"expert driver, A*X = B, Condition Number, Error Bounds, Refine, Factor",71
32,z,ptsvx,HPD,tridiagonal,http://www.netlib.org/lapack/complex16/zptsvx.f,"expert driver, A*X = B, Condition Number, Error Bounds, Refine, Factor",72
33,s,sysvx,symmetric,full,http://www.netlib.org/lapack/single/ssysvx.f,"expert driver, A*X = B, Condition Number, Error Bounds, Refine, Factor",73
34,d,sysvx,symmetric,full,http://www.netlib.org/lapack/double/dsysvx.f,"expert driver, A*X = B, Condition Number, Error Bounds, Refine, Factor",74
35,c,sysvx,symmetric,full,http://www.netlib.org/lapack/complex/csysvx.f,"expert driver, A*X = B, Condition Number, Error Bounds, Refine, Factor",75
36,z,sysvx,symmetric,full,http://www.netlib.org/lapack/complex16/zsysvx.f,"expert driver, A*X = B, Condition Number, Error Bounds, Refine, Factor",76
37,s,spsvx,symmetric,packed,http://www.netlib.org/lapack/single/sspsvx.f,"expert driver, A*X = B, Condition Number, Error Bounds, Refine, Factor",77
38,d,spsvx,symmetric,packed,http://www.netlib.org/lapack/double/dspsvx.f,"expert driver, A*X = B, Condition Number, Error Bounds, Refine, Factor",78
39,c,spsvx,symmetric,packed,http://www.netlib.org/lapack/complex/cspsvx.f,"expert driver, A*X = B, Condition Number, Error Bounds, Refine, Factor",79
40,z,spsvx,symmetric,packed,http://www.netlib.org/lapack/complex16/zspsvx.f,"expert driver, A*X = B, Condition Number, Error Bounds, Refine, Factor",80
, 
